REPORT_RECEIVED_DATE,IYEAR,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,FLOW_CONT_KEY_CRIT_IND,FLOW_CONT_SERVICE_VALVE_IND,FLOW_CONT_METER_REG_IND,FLOW_CONT_SQUEEZE_OFF_IND,FLOW_CONT_STOPPLE_FITNG_IND,FLOW_CONT_OTHER_IND,FLOW_CONT_OTHER_DETAIL,NRC_RPT_DATETIME,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,NUM_EMP_FATALITIES,NUM_CONTR_FATALITIES,NUM_ER_FATALITIES,NUM_WORKER_FATALITIES,NUM_GP_FATALITIES,FATAL,INJURY_IND,NUM_EMP_INJURIES,NUM_CONTR_INJURIES,NUM_ER_INJURIES,NUM_WORKER_INJURIES,NUM_GP_INJURIES,INJURE,IGNITE_IND,IGNITE_DATETIME,HOW_EXTINGUISHED,GAS_CONSUMED_BY_FIRE_IN_MCF,EXPLODE_IND,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,COMMUNICATION_STATE_FED_IND,PARTY_INITIATED_COMMUNICATION,INITIAL_RESPONDER_COM_DATETIME,ON_SITE_DATETIME,FEDERAL,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,INCIDENT_AREA_DETAILS,DEPTH_OF_COVER,OTHER_UNDERGROUND_FACILITIES,CROSSING,BRIDGE_CROSSING_IND,BRIDGE_TYPE,WATER_CROSSING_IND,WATER_TYPE,WATER_NAME,WATER_DEPTH,PIPE_FACILITY_TYPE,PIPE_TYPE_OTHER,SYSTEM_PART_INVOLVED,SYSTEM_PART_DETAILS,INSTALLATION_YEAR,MANUFACTURED_YEAR,CUSTOMER_TYPE,WAS_EFV_INSTALLED_BEFORE_IND,EVF_ACTIVATION_IND,CURB_VALVE_INST_BEFORE_INC_IND,PIPE_DIAMETER,PIPE_SPECIFICATION,PIPE_MANUFACTURER,MATERIAL_INVOLVED,MATERIAL_DETAILS,STEEL_SEAM_TYPE,STEEL_SEAM_TYPE_DETAILS,WT_STEEL,PLASTIC_TYPE,PLASTIC_SDR,WT_PLASTIC,WT_PLASTIC_UNKNOWN_IND,MATERIAL_PE_PIPE_CODE,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,RUPTURE_ORIENT,RUPTURE_DETAILS,RUPTURE_LENGTH,RUPTURE_WIDTH,RELEASE_TYPE_DETAILS,CLASS_LOCATION_TYPE,EST_COST_OPER_PAID,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_OTHER,EST_COST_OTHER_DETAILS,GAS_COST_IN_MCF,EST_COST_UNINTENTIONAL_RELEASE,EST_COST_INTENTIONAL_RELEASE,PRPTY,COMMERCIAL_AFFECTED,INDUSTRIAL_AFFECTED,RESIDENCES_AFFECTED,NUM_PERSONS_HOSP_NOT_OVNGHT,NUM_INJURED_TREATED_BY_EMT,NUM_RESIDENT_BUILDING_AFFCTD,NUM_BUSINESS_BUILDING_AFFCTD,ACCIDENT_PSIG,NORMAL_PSIG,MOP_PSIG,MOP_CFR_SECTION,MAOP_ESTABLISHED_DATE,ACCIDENT_PRESSURE,GAS_ODORIZED_SYSTEM_TYPE,GAS_ODORIZED_LEVEL,GAS_ODORIZED_LVL_NOT_MSRD_IND,SCADA_IN_PLACE_IND,SCADA_OPERATING_IND,SCADA_FUNCTIONAL_IND,SCADA_DETECTION_IND,SCADA_CONF_IND,ACCIDENT_IDENTIFIER,ACCIDENT_DETAILS,OPERATOR_TYPE,INVEST_SCHEDULE_IND,INVEST_NO_CONTROL_ROOM_IND,INVEST_NO_CONTROLLER_IND,EMPLOYEE_DRUG_TEST_IND,NUM_EMPLOYEES_TESTED,NUM_EMPLOYEES_FAILED,CONTRACTOR_DRUG_TEST_IND,CAUSE,CAUSE_DETAILS,NATURAL_FORCE_TYPE,EARTH_SUBTYPE,HEAVY_RAINS_SUBTYPE,LIGHTNING_SUBTYPE,TEMPERATURE_SUBTYPE,NF_OTHER_DETAILS,NF_EXTREME_WEATHER_IND,NF_HURRICANE_IND,NF_TROPICAL_STORM_IND,NF_TORNADO_IND,NF_OTHER_IND,NF_EXTREME_WEATHER_DETAILS,NF_HEAVY_RAINS_IND,NF_HIGH_WINDS_IND,NF_VEGITATION_ROOT_IND
3/30/2015,2015,03-09-2015 16:24,42.6012386,-71.185445,,,,,,,,03-09-2015 20:00,NATURAL GAS,21.3,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,1,03-09-2015 16:46,,,,03-09-2015 16:46,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,OTHER,UTILITY,OUTSIDE METER/REGULATOR SET,,2011,,,,,,,,,UNKNOWN,,,,,,,,,,LEAK,,,OTHER,REGULATOR BROKEN AT METER,,,,,,CLASS 3 LOCATION,425000,1000,3500,0,,,118,,429618,0,0,1,,,,,55.66,55.66,60,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROZEN COMPONENTS,",,",YES,,,,YES,SNOW / ICE FALLING OFF ROOF,,,
04-04-2015,2015,03-05-2015 08:42,42.331424,-83.14834,,,,,,,,03-05-2015 14:37,NATURAL GAS,1,,YES,0,0,0,0,1,1,YES,0,0,0,0,1,1,YES,,,,YES,11,03-05-2015 08:42,,,,03-05-2015 09:29,NO,PRIVATE PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,,,NO,,,,,,,PRIVATELY OWNED,,MAIN,,1923,,,,,,6,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,10000,13320,47679,150,MATERIALS,,10,,71159,0,0,3,,,,,2,2,2,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM PUBLIC,,,,,,YES,1,0,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,NO,,,,,,,,
3/23/2015,2015,2/22/2015 13:51,42.845262,-71.392025,,,,,,,,2/22/2015 17:30,NATURAL GAS,23.11,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,5,2/22/2015 13:49,,,,2/22/2015 14:22,NO,PRIVATE PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,,,NO,,,,,,,OTHER,UTILITY,MAIN,,1929,,,,,,6,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,50000,1000,7000,0,,,140,,58140,0,0,1,,,,,0.34,0.34,0.5,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,YES,,,,YES,PIPE WAS IN FROZEN GROUND.,,,
2/20/2015,2015,2/16/2015 1:50,40.072335,-75.19776,,,,,,,,2/16/2015 5:52,NATURAL GAS,4,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,10,2/16/2015 5:10,,,,2/16/2015 2:17,NO,UTILITY RIGHT-OF-WAY / EASEMENT,UNDERGROUND,UNDER PAVEMENT,,30,,NO,,,,,,,MUNICIPALLY OWNED,,MAIN,,1906,,,,,,6,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 4 LOCATION,279800,1000,5000,0,,,16,,285816,0,0,1,,,,,0.25,0.25,0.5,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,NO,,,,,,,,
03-12-2015,2015,02-11-2015 12:03,42.5730468,-71.4042069,,,,,,,,02-12-2015 08:10,NATURAL GAS,31.57,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,1,02-11-2015 11:59,,,,03-11-2015 11:59,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,INVESTOR OWNED,,OUTSIDE METER/REGULATOR SET,,2013,,,,,,,,,UNKNOWN,,,,,,,,,,LEAK,,,OTHER,FALLING ICE CAUSED LEAK,,,,,,CLASS 1 LOCATION,50000,500,1500,0,,,138,,52138,0,0,2,,,,,52.8,58,60,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROZEN COMPONENTS,",,",NO,,,,,,,,
03-12-2015,2015,02-11-2015 00:52,42.22634,-84.39365,,,,,,,,02-11-2015 01:55,NATURAL GAS,60.77,,NO,,,,,,0,YES,0,0,0,0,1,1,NO,,,,NO,3,02-10-2015 16:58,,,,02-10-2015 16:58,NO,UTILITY RIGHT-OF-WAY / EASEMENT,UNDERGROUND,UNDER PAVEMENT,,42,,NO,,,,,,,PRIVATELY OWNED,,MAIN,,1932,,,,,,4,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,0,22693,487,0,,,453,,23633,0,0,0,,,,,0.5,0.5,0.97,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",,OPERATOR EMPLOYEE,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,NO,,,,,,,,
2/17/2015,2015,1/27/2015 16:30,33.760091,-87.1863975,,,,,,,,1/27/2015 17:13,NATURAL GAS,475,,YES,0,0,0,0,1,1,YES,1,0,0,0,0,1,YES,,,,YES,6,1/27/2015 16:00,,,,1/27/2015 16:00,NO,UTILITY RIGHT-OF-WAY / EASEMENT,UNDERGROUND,UNDER SOIL,,60,,NO,,,,,,,MUNICIPALLY OWNED,,MAIN,,1952,,,,,,6,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,RUPTURE,,,,,CIRCUMFERENTIAL,,7,0.8,,CLASS 3 LOCATION,10000,1000,500,3000,EMPLOYEE TIME SPENT ON REPAIRING CUSTOMER SEWERS.,,1000,,15500,1,0,74,,,,,22,22,40,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM PUBLIC,,,,,,YES,3,0,NO,NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS","EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS",SUBSIDENCE,,,,,NO,,,,,,,,
02-11-2015,2015,01-11-2015 22:46,48.271908,-116.556563,,,,,,,,01-12-2015 05:00,NATURAL GAS,0.1,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,1,01-11-2015 22:46,,,,01-11-2015 23:04,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,INVESTOR OWNED,,OUTSIDE METER/REGULATOR SET,,2006,,,,,,,,,OTHER,SERVICE REGULATOR,,,,,,,,,OTHER,,,,,,,,,"WATER ENTERED REGULATOR VENT AND FROZE, CAUSING A MALFUNCTION OF THE REGULATOR",CLASS 3 LOCATION,60000,100,500,2000,INCIDENT INVESTIGATION BY INTERNAL PERSONNEL,,1,,62601,0,0,1,,,,,55,55,60,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,YES,YES,YES,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROZEN COMPONENTS,,NO,,,,,,,,
11-04-2014,2014,10/31/2014 14:02,41.582431,-87.173083,,,,,,,,10/31/2014 16:21,NATURAL GAS,12,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,0,10/31/2014 14:33,,,,10/31/2014 15:16,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER SOIL,,,,NO,,,,,,,PRIVATELY OWNED,,SERVICE,,1963,,,,,,0.75,UNKNOWN,UNKNOWN,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,LEAK,,,CONNECTION FAILURE,,,,,,,CLASS 3 LOCATION,75000,650,2000,0,,,60,,77710,0,0,1,,,,,40,40,60,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,,,,,HIGH WINDS KNOCKED OVER LARGE OAK TREE,NO,,,,,,,,
9/23/2014,2014,8/24/2014 3:20,38.1762914,-122.3025574,,,,,,,,8/24/2014 0:00,,,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,,8/24/2014 4:50,,,,8/24/2014 5:05,NO,PRIVATE PROPERTY,ABOVEGROUND,OTHER,"METER SET, SERVICES, MAIN",,,NO,,,,,,,PRIVATELY OWNED,,OTHER,"MAIN, SERVICES",UNKNOWN,,,,,,,,,OTHER,"PLASTIC, STEEL",,,,,,,,,OTHER,,,,,,,,,DAMAGES CAUSED BY EARTHQUAKE,CLASS 3 LOCATION,0,15400000,0,0,PLEASE NOTE THAT THE EARTHQUAKE-RELATED GAS WORK IS ONGOING,,0,,15400000,5,0,155,,,,,0,0,0,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS","EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS",EARTHQUAKE,,,,,NO,,,,,,,,
7/25/2014,2014,6/25/2014 5:47,35.2065,-102.07238,,,,,,,,6/25/2014 11:01,NATURAL GAS,2699,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,200,6/25/2014 5:47,,,,6/25/2014 6:20,NO,PUBLIC PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,PRIVATELY OWNED,,OTHER,INSTRUMENT AND CONTROLS,2010,,,,,,,,,OTHER,VARIOUS,,,,,,,,,OTHER,,,,,,,,,VENTING RELIEF VALVE.,CLASS 2 LOCATION,0,70000,500,0,,,14000,,84500,0,0,0,,,,,631,450,800,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,YES,NO,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)",,,,YES,YES,NO,,,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,,NO,,,,,,,,
5/28/2014,2014,4/30/2014 23:07,40.668152,-73.855376,,,,,,,,05-01-2014 02:49,,0,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,0,4/30/2014 23:07,,,,4/30/2014 23:30,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,PRIVATELY OWNED,,OUTSIDE METER/REGULATOR SET,,UNKNOWN,,,,,,,,,UNKNOWN,,,,,,,,,,OTHER,,,,,,,,,THERE WAS NO RELEASE.  INCIDENT OCCURED DUE TO STORM SURGE AND RESULTING FLOODING.,CLASS 4 LOCATION,0,91888,2000,0,,,0,,93888,0,0,0,,,,,12,12,15,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,OTHER,NOTIFICATION FROM FDNY,,,,,NO,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,HEAVY RAINS/FLOODS,,OTHER,,,FLOODING DUE TO HEAVY RAIN.  GAS PRESSURE REGULATORS WERE COMPROMISED BY STORM SURGE.,YES,,YES,,,,,,
04-11-2014,2014,03-12-2014 09:31,40.799726,-73.943401,,,,,,,,03-12-2014 10:48,NATURAL GAS,30,,YES,0,0,0,0,8,8,YES,0,0,0,0,48,48,YES,,,,YES,100,03-12-2014 09:39,,,,03-12-2014 09:40,NO,PRIVATE PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,,,NO,,,,,,,PRIVATELY OWNED,,SERVICE,,2011,,,,,,2,ASTM D2513,"PERFORMANCE PIPE, A DIVISION OF CHEVRON",PLASTIC,,,,,POLYETHYLENE (PE),11,,,3408,LEAK,,,CRACK,,,,,,,CLASS 4 LOCATION,1000000,250000,200000,1510000,"INVESTIGATION, DOCUMENTATION, SUPPORT STAFF, OTHER DEPARTMENTS INVOLVED.",,200,,2960200,4,0,98,,,,,0.25,0.25,0.5,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",,OPERATOR EMPLOYEE,,,,NO,,,NO,NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS","EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS",OTHER,,,,"EARTH MOVEMENT CAUSED BY A SEWER BREACH WHICH AFFECTED SUBSURFACE FACILITIES, INCLUDING A CAST IRON WATER MAIN AND HDPE GAS FACILITIES.",NO,,,,,,,,
03-06-2014,2014,02-06-2014 18:55,45.410759,-111.013908,,,,,,,,02-07-2014 00:59,NATURAL GAS,,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,,02-06-2014 18:55,,,,02-06-2014 19:01,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER SOIL,,,,NO,,,,,,,PRIVATELY OWNED,,SERVICE,,1938,,,,,,1.25,UNKNOWN,UNKNOWN,STEEL,,OTHER,UNKNOWN,0.14,,,,,,RUPTURE,,,,,CIRCUMFERENTIAL,,,,,CLASS 2 LOCATION,250000,15000,4500,0,,,100,,269600,0,0,1,,,,,33,33,35,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,,,,,VEGITATION ROOT PRESSURE,NO,,,,,,,,
2/27/2014,2014,1/30/2014 19:05,39.92752,-75.17276,,,,,,,,1/30/2014 20:45,NATURAL GAS,5229,,NO,,,,,,0,YES,1,0,0,0,0,1,YES,,,,YES,0,1/30/2014 17:21,,,,1/30/2014 17:29,NO,UTILITY RIGHT-OF-WAY / EASEMENT,UNDERGROUND,UNDER PAVEMENT,,36,,NO,,,,,,,MUNICIPALLY OWNED,,MAIN,,1939,,,,,,4,ASA A21.2,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,RUPTURE,,,,,CIRCUMFERENTIAL,,4,0.1,,CLASS 4 LOCATION,65300,268914,41302,0,,,24,,375540,0,0,2,,,,,0.25,0.25,0.5,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",,OPERATOR EMPLOYEE,,,,YES,5,0,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,NO,,,,,,,,
01-10-2014,2013,12-10-2013 08:00,33.8324562,-84.0739191,,,,,,,,12-10-2013 09:40,NATURAL GAS,204,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,2,12-10-2013 08:08,,,,12-10-2013 08:23,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER SOIL,,,,NO,,,,,,,PRIVATELY OWNED,,SERVICE,,1976,,,,,,0.625,ASTM D2513,UNKNOWN,PLASTIC,,,,,POLYETHYLENE (PE),,0.09,,2406,LEAK,,,PINHOLE,,,,,,,CLASS 3 LOCATION,90000,500,1000,0,,,1050,,92550,0,0,1,,,,,58,60,60,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,,NO,,,,,,,,
11-05-2013,2013,10-04-2013 05:30,42.2425631,-96.9837372,,,,,,,,10-04-2013 07:30,NATURAL GAS,0,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,,10-04-2013 05:30,,,,10-04-2013 05:50,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER SOIL,,,,NO,,,,,,,PRIVATELY OWNED,,SERVICE,,1981,,,,,,0.5,UNKNOWN,UNKNOWN,PLASTIC,,,,,POLYETHYLENE (PE),,,UNKNOWN,UNKNOWN,LEAK,,,OTHER,TORNADO PULLED OUT OF GROUND,,,,,,CLASS 3 LOCATION,0,30000,7500,0,,,0,,37500,24,1,20,,,,,25,25,25,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,OTHER,EMPLOYEES WERE AWARE OF TORNADO WIPING OUT PART OF TOWN AND RESPONDED,,,,,NO,,,NO,NATURAL FORCE DAMAGE,HIGH WINDS,HIGH WINDS,,,,,,YES,,,YES,,,,,
6/26/2013,2013,06-11-2013 06:11,40.595676,-73.793539,,,,,,,,06-11-2013 15:00,,,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,0,06-11-2013 06:11,,,,06-11-2013 06:15,NO,PUBLIC PROPERTY,UNDERGROUND,UNDER PAVEMENT,,42,,NO,,,,,,,PRIVATELY OWNED,,MAIN,,UNKNOWN,,,,,,6,CAST IRON,UNKNOWN,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,OTHER,,,,,,,,,THERE WAS NO RELEASE,CLASS 4 LOCATION,0,25373,15259,18626,"TRANSPORTATION 20% OF  LABOR,ROBOTICS CAMERA CREW AND PAVING",,0,,59258,0,0,140,,,,,0.23,0.21,0.43,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,YES,YES,OTHER,ALARM AT SYSTEM LP INTO GSO,,,,,NO,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,HEAVY RAINS/FLOODS,,OTHER,,,HEAVY RAIN ON COASTAL AREA CAUSED WATER INTRUSION INTO THE LOW PRESSURE MAIN.,YES,,,,YES,HEAVY RAIN THAT BROUGHT 4-6 INCHES OF RAIN IN A 12 HOUR PERIOD,,,
03-08-2013,2013,02-09-2013 23:28,40.05111,-105.22583,,,,,,,,02-11-2013 13:00,NATURAL GAS,,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,0,02-09-2013 23:44,,,,02-10-2013 00:30,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER SOIL,,17,,NO,,,,,,,PRIVATELY OWNED,,SERVICE,,1967,,,,,,0.375,ASTM D 2513,UNKNOWN,PLASTIC,,,,,POLYVINYL CLORIDE (PVC),,0.062,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,180000,1000,1990,0,,,15,,183005,0,0,1,,,,,54,55,60,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS","EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS",SUBSIDENCE,,,,,NO,,,,,,,,
04-04-2013,2013,02-05-2013 17:30,42.584906,-71.7894,,,,,,,,02-05-2013 20:30,,,,NO,,,,,,0,NO,,,,,,0,NO,,,,YES,2,02-05-2013 17:30,,,,02-05-2013 17:35,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER SOIL,,28,,NO,,,,,,,PRIVATELY OWNED,,MAIN,,UNKNOWN,,,,,,4,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,600000,6500,10500,15000,HOTEL ROOMS FOR RESIDENTS THAT HAD TO LEAVE THEIR HOMES,,0,,632000,0,0,1,,,,,0.5,0.5,0.5,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS","EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS",OTHER,,,,FROST CONDITIONS TO THE DEPTH OF THE MAIN,NO,,,,,,,,
2/18/2013,2013,1/25/2013 4:39,39.091901,-84.462267,,,,,,,,1/25/2013 6:33,NATURAL GAS,35,,YES,0,0,0,0,1,1,YES,0,0,0,0,1,1,YES,,,,YES,0,1/25/2013 5:09,,,,1/25/2013 5:09,NO,PRIVATE PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,,,NO,,,,,,,PRIVATELY OWNED,,OUTSIDE METER/REGULATOR SET,,2005,,,,,,1.5,UNKNOWN,UNKNOWN,OTHER,STEEL RISER/ALUMINUM METER,,,UNKNOWN,,,,,,OTHER,,,,,,,,,GAS METER WAS DAMAGED DURING THE FIRE/EXPLOSION WHICH MELTED THE DIAL FACE OF THE METER CAUSING AN UNINTENTIIONAL RELEASE OF GAS.  STEEL RISER DID NOT MELT.,CLASS 3 LOCATION,89200,45,1500,0,,,142,,90887,0,0,1,,,,,16.8,19,35,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,YES,1,0,NO,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,,,,,DUKE ENERGY KENTUCKY HAS DETERMINED  THE CAUSE OF THIS INCIDENT IS UNKNOWN. DUKE ENERGY KENTUCKY AND SEA CONDUCTED PRESSURE TESTS ON THE SERVICE LINE AND THE HOUSELINE. DUKE ENERGY KENTUCKY HAS DETERMINED THAT THERE ARE SEVERAL POSSIBLE CAUSES INCLUDING BUT NOT LIMITED TO A LEAKING COUPLING ON THE RISER BEFORE THE METER AND SEVERAL LEAKING UNIONS IN THE HOUSELINE. THE CAUSE OF THIS INCIDENT MAY REMAIN UNKNOWN AND COULD HAVE BEEN AN ACT OF GOD.,NO,,,,,,,,
